product_index,sku_code,design_nr,category,size,color
7080,NW030-TP-PJ-S,NW030,NIGHT WEAR,S,Light Pink
7081,NW030-TP-PJ-XL,NW030,NIGHT WEAR,XL,Light Pink
7082,NW030-TP-PJ-XS,NW030,NIGHT WEAR,XS,Light Pink
7083,NW030-TP-PJ-XXL,NW030,NIGHT WEAR,XXL,Light Pink
7084,NW030-TP-PJ-XXXL,NW030,NIGHT WEAR,XXXL,Light Pink
7085,NW031-TP-PJ-L,NW031,NIGHT WEAR,L,Cream
7086,NW031-TP-PJ-M,NW031,NIGHT WEAR,M,Cream
7087,NW031-TP-PJ-S,NW031,NIGHT WEAR,S,Cream
7088,NW031-TP-PJ-XL,NW031,NIGHT WEAR,XL,Cream
7089,NW031-TP-PJ-XS,NW031,NIGHT WEAR,XS,Cream
7090,NW031-TP-PJ-XXL,NW031,NIGHT WEAR,XXL,Cream
7091,NW031-TP-PJ-XXXL,NW031,NIGHT WEAR,XXXL,Cream
7092,NW032-ST-CP-L,NW032,NIGHT WEAR,L,White
7093,NW032-ST-CP-M,NW032,NIGHT WEAR,M,White
7094,NW032-ST-CP-S,NW032,NIGHT WEAR,S,White
7095,NW032-ST-CP-XL,NW032,NIGHT WEAR,XL,White
7096,NW032-ST-CP-XS,NW032,NIGHT WEAR,XS,White
7097,NW032-ST-CP-XXL,NW032,NIGHT WEAR,XXL,White
7098,NW032-ST-CP-XXXL,NW032,NIGHT WEAR,XXXL,White
7099,NW033-ST-CP-L,NW033,NIGHT WEAR,L,Yellow
7100,NW033-ST-CP-M,NW033,NIGHT WEAR,M,Yellow
7101,NW033-ST-CP-S,NW033,NIGHT WEAR,S,Yellow
7102,NW033-ST-CP-XL,NW033,NIGHT WEAR,XL,Yellow
7103,NW033-ST-CP-XS,NW033,NIGHT WEAR,XS,Yellow
7104,NW033-ST-CP-XXL,NW033,NIGHT WEAR,XXL,Yellow
7105,NW033-ST-CP-XXXL,NW033,NIGHT WEAR,XXXL,Yellow
7106,NW034-TP-PJ-L,NW034,NIGHT WEAR,L,Peach
7107,NW034-TP-PJ-M,NW034,NIGHT WEAR,M,Peach
7108,NW034-TP-PJ-S,NW034,NIGHT WEAR,S,Peach
7109,NW034-TP-PJ-XL,NW034,NIGHT WEAR,XL,Peach
7110,NW034-TP-PJ-XS,NW034,NIGHT WEAR,XS,Peach
7111,NW034-TP-PJ-XXL,NW034,NIGHT WEAR,XXL,Peach
7112,NW034-TP-PJ-XXXL,NW034,NIGHT WEAR,XXXL,Peach
7113,NW035-ST-CP-L,NW035,NIGHT WEAR,L,Grey
7114,NW035-ST-CP-M,NW035,NIGHT WEAR,M,Grey
7115,NW035-ST-CP-S,NW035,NIGHT WEAR,S,Grey
7116,NW035-ST-CP-XL,NW035,NIGHT WEAR,XL,Grey
7117,NW035-ST-CP-XS,NW035,NIGHT WEAR,XS,Grey
7118,NW035-ST-CP-XXL,NW035,NIGHT WEAR,XXL,Grey
7119,NW035-ST-CP-XXXL,NW035,NIGHT WEAR,XXXL,Grey
7120,NW036-ST-SR-L,NW036,NIGHT WEAR,L,White
7121,NW036-ST-SR-M,NW036,NIGHT WEAR,M,White
7122,NW036-ST-SR-S,NW036,NIGHT WEAR,S,White
7123,NW036-ST-SR-XL,NW036,NIGHT WEAR,XL,White
7124,NW036-ST-SR-XS,NW036,NIGHT WEAR,XS,White
7125,NW036-ST-SR-XXL,NW036,NIGHT WEAR,XXL,White
7126,NW036-ST-SR-XXXL,NW036,NIGHT WEAR,XXXL,White
7127,NW037-TP-SR-L,NW037,NIGHT WEAR,L,Pink
7128,NW037-TP-SR-M,NW037,NIGHT WEAR,M,Pink
7129,NW037-TP-SR-S,NW037,NIGHT WEAR,S,Pink
7130,NW037-TP-SR-XL,NW037,NIGHT WEAR,XL,Pink
7131,NW037-TP-SR-XS,NW037,NIGHT WEAR,XS,Pink
7132,NW037-TP-SR-XXL,NW037,NIGHT WEAR,XXL,Pink
7133,NW037-TP-SR-XXXL,NW037,NIGHT WEAR,XXXL,Pink
7134,NW038-ST-SR-L,NW038,NIGHT WEAR,L,Blue
7135,NW038-ST-SR-M,NW038,NIGHT WEAR,M,Blue
7136,NW038-ST-SR-S,NW038,NIGHT WEAR,S,Blue
7137,NW038-ST-SR-XL,NW038,NIGHT WEAR,XL,Blue
7138,NW038-ST-SR-XS,NW038,NIGHT WEAR,XS,Blue
7139,NW038-ST-SR-XXL,NW038,NIGHT WEAR,XXL,Blue
7140,NW038-ST-SR-XXXL,NW038,NIGHT WEAR,XXXL,Blue
7141,NW039-TP-SR-L,NW039,NIGHT WEAR,L,Yellow
7142,NW039-TP-SR-M,NW039,NIGHT WEAR,M,Yellow
7143,NW039-TP-SR-S,NW039,NIGHT WEAR,S,Yellow
7144,NW039-TP-SR-XL,NW039,NIGHT WEAR,XL,Yellow
7145,NW039-TP-SR-XS,NW039,NIGHT WEAR,XS,Yellow
7146,NW039-TP-SR-XXL,NW039,NIGHT WEAR,XXL,Yellow
7147,NW039-TP-SR-XXXL,NW039,NIGHT WEAR,XXXL,Yellow
7148,PJ0096-KR-4XL,PJ0096,KURTA,4XL,Blue
7149,PJ0096-KR-5XL,PJ0096,KURTA,5XL,Blue
7150,PJ0096-KR-6XL,PJ0096,KURTA,6XL,Blue
7151,PJNE1906-KR-4XL,PJNE1906,KURTA,4XL,Black
7152,PJNE1906-KR-5XL,PJNE1906,KURTA,5XL,Black
7153,PJNE1906-KR-6XL,PJNE1906,KURTA,6XL,Black
7154,PJNE2014-KR-4XL,PJNE2014,KURTA,4XL,Multicolor
7155,PJNE2014-KR-5XL,PJNE2014,KURTA,5XL,Multicolor
7156,PJNE2014-KR-6XL,PJNE2014,KURTA,6XL,Multicolor
7157,PJNE2100-KR-4XL,PJNE2100,KURTA,4XL,Teal
7158,PJNE2100-KR-5XL,PJNE2100,KURTA,5XL,Teal
7159,PJNE2100-KR-6XL,PJNE2100,KURTA,6XL,Teal
7160,PJNE2171-KR-4XL,PJNE2171,KURTA,4XL,White
7161,PJNE2171-KR-5XL,PJNE2171,KURTA,5XL,White
7162,PJNE2171-KR-6XL,PJNE2171,KURTA,6XL,White
7163,PJNE2199-KR-4XL,PJNE2199,KURTA,4XL,Pink
7164,PJNE2199-KR-5XL,PJNE2199,KURTA,5XL,Pink
7165,PJNE2199-KR-6XL,PJNE2199,KURTA,6XL,Pink
7166,PJNE2270-KR-4XL,PJNE2270,KURTA,4XL,Beige
7167,PJNE2270-KR-5XL,PJNE2270,KURTA,5XL,Beige
7168,PJNE2270-KR-6XL,PJNE2270,KURTA,6XL,Beige
7169,PJNE3068-KR-4XL,PJNE3068,KURTA,4XL,Black
7170,PJNE3068-KR-5XL,PJNE3068,KURTA,5XL,Black
7171,PJNE3068-KR-6XL,PJNE3068,KURTA,6XL,Black
7172,PJNE3252-KR-4XL,PJNE3252,KURTA,4XL,Pink
7173,PJNE3252-KR-5XL,PJNE3252,KURTA,5XL,Pink
7174,PJNE3252-KR-6XL,PJNE3252,KURTA,6XL,Pink
7175,PJNE3291-KR-4XL,PJNE3291,KURTA,4XL,Green
7176,PJNE3291-KR-5XL,PJNE3291,KURTA,5XL,Green
7177,PJNE3291-KR-6XL,PJNE3291,KURTA,6XL,Green
7178,PJNE3363-KR-4XL,PJNE3363,KURTA,4XL,Dark Blue
7179,PJNE3363-KR-5XL,PJNE3363,KURTA,5XL,Dark Blue
7180,PJNE3363-KR-6XL,PJNE3363,KURTA,6XL,Dark Blue
7181,PJNE3364-KR-4XL,PJNE3364,KURTA,4XL,Green
7182,PJNE3364-KR-5XL,PJNE3364,KURTA,5XL,Green
7183,PJNE3364-KR-6XL,PJNE3364,KURTA,6XL,Green
7184,PJNE3368-KR-4XL,PJNE3368,KURTA,4XL,Light Green
7185,PJNE3368-KR-5XL,PJNE3368,KURTA,5XL,Light Green
7186,PJNE3368-KR-6XL,PJNE3368,KURTA,6XL,Light Green
7187,PJNE3373-KR-4XL,PJNE3373,KURTA,4XL,Black
7188,PJNE3373-KR-5XL,PJNE3373,KURTA,5XL,Black
7189,PJNE3373-KR-6XL,PJNE3373,KURTA,6XL,Black
7190,PJNE3399-KR-4XL,PJNE3399,KURTA,4XL,Turquoise Blue
7191,PJNE3399-KR-5XL,PJNE3399,KURTA,5XL,Turquoise Blue
7192,PJNE3399-KR-6XL,PJNE3399,KURTA,6XL,Turquoise Blue
7193,PJNE3404-KR-4XL,PJNE3404,KURTA,4XL,Mauve
7194,PJNE3404-KR-5XL,PJNE3404,KURTA,5XL,Mauve
7195,PJNE3404-KR-6XL,PJNE3404,KURTA,6XL,Mauve
7196,PJNE3405-KR-4XL,PJNE3405,KURTA,4XL,Pink
7197,PJNE3405-KR-5XL,PJNE3405,KURTA,5XL,Pink
7198,PJNE3405-KR-6XL,PJNE3405,KURTA,6XL,Pink
7199,PJNE3421-KR-4XL,PJNE3421,KURTA,4XL,Grey
7200,PJNE3421-KR-5XL,PJNE3421,KURTA,5XL,Grey
7201,PJNE3421-KR-6XL,PJNE3421,KURTA,6XL,Grey
7202,PJNE3423-KR-4XL,PJNE3423,KURTA,4XL,Black
7203,PJNE3423-KR-5XL,PJNE3423,KURTA,5XL,Black
7204,PJNE3423-KR-6XL,PJNE3423,KURTA,6XL,Black
7205,PJNE3439-KR-4XL,PJNE3439,KURTA,4XL,Navy Blue
7206,PJNE3439-KR-5XL,PJNE3439,KURTA,5XL,Navy Blue
7207,PJNE3439-KR-6XL,PJNE3439,KURTA,6XL,Navy Blue
7208,PJNE3440-KR-4XL,PJNE3440,KURTA,4XL,White
7209,PJNE3440-KR-5XL,PJNE3440,KURTA,5XL,White
7210,PJNE3440-KR-6XL,PJNE3440,KURTA,6XL,White
7211,PJNE3445-KR-4XL,PJNE3445,KURTA,4XL,White
7212,PJNE3445-KR-5XL,PJNE3445,KURTA,5XL,White
7213,PJNE3445-KR-6XL,PJNE3445,KURTA,6XL,White
7214,PJNE3567-KR-4XL,PJNE3567,KURTA,4XL,Blue
7215,PJNE3567-KR-5XL,PJNE3567,KURTA,5XL,Blue
7216,PJNE3567-KR-6XL,PJNE3567,KURTA,6XL,Blue
7217,PJNE3568-KR-4XL,PJNE3568,KURTA,4XL,Yellow
7218,PJNE3568-KR-5XL,PJNE3568,KURTA,5XL,Yellow
7219,PJNE3568-KR-6XL,PJNE3568,KURTA,6XL,Yellow
7220,PJNE3607-KR-4XL,PJNE3607,KURTA,4XL,Maroon
7221,PJNE3607-KR-5XL,PJNE3607,KURTA,5XL,Maroon
7222,PJNE3607-KR-6XL,PJNE3607,KURTA,6XL,Maroon
7223,PSET043-KR-NP-4XL,PSET043,SET,4XL,Teal
7224,PSET043-KR-NP-5XL,PSET043,SET,5XL,Teal
7225,PSET043-KR-NP-6XL,PSET043,SET,6XL,Teal
7226,PSET058-KR-NP-4XL,PSET058,SET,4XL,Teal
7227,PSET058-KR-NP-5XL,PSET058,SET,5XL,Teal
7228,PSET058-KR-NP-6XL,PSET058,SET,6XL,Teal
7229,PSET264-KR-NP-4XL,PSET264,SET,4XL,Gold
7230,PSET264-KR-NP-5XL,PSET264,SET,5XL,Gold
7231,PSET264-KR-NP-6XL,PSET264,SET,6XL,Gold
7232,PSET264-KR-NP-XXXL,PSET264,SET,XXXL,Gold
7233,PSET268-KR-NP-4XL,PSET268,SET,4XL,OFF WHITE
7234,PSET268-KR-NP-5XL,PSET268,SET,5XL,OFF WHITE
7235,PSET268-KR-NP-6XL,PSET268,SET,6XL,OFF WHITE
7236,SAR023,SAR023,SAREE,FREE,Green
7237,SAR024,SAR024,SAREE,FREE,Gold
7238,SAR025,SAR025,SAREE,FREE,Brown
7239,SAR026,SAR026,SAREE,FREE,Peach
7240,SAR027,SAR027,SAREE,FREE,Mauve
7241,SAR028,SAR028,SAREE,FREE,Grey
7242,SAR029,SAR029,SAREE,FREE,Brown
7243,SAR030,SAR030,SAREE,FREE,Beige
7244,SAR031,SAR031,SAREE,FREE,Green
7245,SAR032,SAR032,SAREE,FREE,Mauve
7246,SAR033,SAR033,SAREE,FREE,Sea Green
7247,SAR034,SAR034,SAREE,FREE,Peach
7248,SAR035,SAR035,SAREE,FREE,Pink
7249,SAR036,SAR036,SAREE,FREE,Brown
7250,SAR037,SAR037,SAREE,FREE,Mauve
7251,SAR038,SAR038,SAREE,FREE,Green
7252,SAR039,SAR039,SAREE,FREE,Grey
7253,SAR040,SAR040,SAREE,FREE,Brown
7254,SAR041,SAR041,SAREE,FREE,Black
7255,SAR042,SAR042,SAREE,FREE,Cream
7256,SAR043,SAR043,SAREE,FREE,Grey
7257,SAR044,SAR044,SAREE,FREE,Pink
7258,SAR045,SAR045,SAREE,FREE,Mustard
7259,SAR046,SAR046,SAREE,FREE,Green
7260,SAR047,SAR047,SAREE,FREE,Mustard
7261,SAR048,SAR048,SAREE,FREE,Grey
7262,SAR049,SAR049,SAREE,FREE,Teal
7263,SAR050,SAR050,SAREE,FREE,Maroon
7264,SAR051,SAR051,SAREE,FREE,Black
7265,SAR052,SAR052,SAREE,FREE,Green
7266,SAR053,SAR053,SAREE,FREE,Pink
7267,SAR054,SAR054,SAREE,FREE,Red
7268,SAR055,SAR055,SAREE,FREE,Maroon
7269,SAR056,SAR056,SAREE,FREE,Beige
7270,SAR057,SAR057,SAREE,FREE,Green
7271,SAR058,SAR058,SAREE,FREE,Black
7272,SAR059,SAR059,SAREE,FREE,Brown
7273,SAR060,SAR060,SAREE,FREE,Green
7274,SAR061,SAR061,SAREE,FREE,Red
7275,SAR062,SAR062,SAREE,FREE,Black
7276,SAR063,SAR063,SAREE,FREE,Maroon
7277,SAR064,SAR064,SAREE,FREE,Grey
7278,SAR065,SAR065,SAREE,FREE,Purple
7279,SAR066,SAR066,SAREE,FREE,Teal
7280,SAR067,SAR067,SAREE,FREE,Green
7281,SAR068,SAR068,SAREE,FREE,Brown
7282,SAR069,SAR069,SAREE,FREE,Pink
7283,SAR070,SAR070,SAREE,FREE,Blue
7284,SAR071,SAR071,SAREE,FREE,Green
7285,SAR072,SAR072,SAREE,FREE,Black
7286,SAR073,SAR073,SAREE,FREE,Green
7287,SAR074,SAR074,SAREE,FREE,Brown
7288,SAR075,SAR075,SAREE,FREE,Black
7289,SAR076,SAR076,SAREE,FREE,Red
7290,SAR079,SAR079,SAREE,FREE,Red
7291,SAR081,SAR081,SAREE,FREE,Red
7292,SAR088,SAR088,SAREE,FREE,Beige
7293,SAR090,SAR090,SAREE,FREE,Blue
7294,SAR091,SAR091,SAREE,FREE,Green
7295,SAR092,SAR092,SAREE,FREE,Blue
7296,SAR093,SAR093,SAREE,FREE,Red
7297,SAR094,SAR094,SAREE,FREE,Red
7298,SAR095,SAR095,SAREE,FREE,Blue
7299,SAR096,SAR096,SAREE,FREE,Maroon
7300,SAR097,SAR097,SAREE,FREE,Pink
7301,SAR098,SAR098,SAREE,FREE,Blue
7302,SAR099,SAR099,SAREE,FREE,Grey
7303,SAR100,SAR100,SAREE,FREE,Pink
7304,SAR101,SAR101,SAREE,FREE,Black
7305,SAR102,SAR102,SAREE,FREE,Orange
7306,SAR103,SAR103,SAREE,FREE,Maroon
7307,SAR104,SAR104,SAREE,FREE,Blue
7308,SAR105,SAR105,SAREE,FREE,Pink
7309,SAR107,SAR107,SAREE,FREE,Green
7310,SAR108,SAR108,SAREE,FREE,Pink
7311,SAR109,SAR109,SAREE,FREE,Blue
7312,SAR110,SAR110,SAREE,FREE,Green
7313,SAR111,SAR111,SAREE,FREE,Green
7314,SAR112,SAR112,SAREE,FREE,Beige
7315,SAR113,SAR113,SAREE,FREE,Yellow
7316,SAR114,SAR114,SAREE,FREE,Grey
7317,SAR116,SAR116,SAREE,FREE,Teal
7318,SAR130,SAR130,SAREE,FREE,Pink
7319,SAR131,SAR131,SAREE,FREE,Red
7320,SAR132,SAR132,SAREE,FREE,Pink
7321,SAR133,SAR133,SAREE,FREE,Pink
7322,SAR134,SAR134,SAREE,FREE,Yellow
7323,SAR135,SAR135,SAREE,FREE,Green
7324,SAR136,SAR136,SAREE,FREE,Navy Blue
7325,SAR137,SAR137,SAREE,FREE,Purple
7326,SAR138,SAR138,SAREE,FREE,Multicolor
7327,SAR139,SAR139,SAREE,FREE,Black
7328,SAR140,SAR140,SAREE,FREE,Blue
7329,SAR141,SAR141,SAREE,FREE,Purple
7330,SAR142,SAR142,SAREE,FREE,Multicolor
7331,SAR143,SAR143,SAREE,FREE,Beige
7332,SAR144,SAR144,SAREE,FREE,Beige
7333,SAR145,SAR145,SAREE,FREE,Pink
7334,SAR146,SAR146,SAREE,FREE,Green
7335,SAR147,SAR147,SAREE,FREE,Rust
7336,SAR148,SAR148,SAREE,FREE,Turquoise Blue
7337,SAR149,SAR149,SAREE,FREE,Teal
7338,SAR150,SAR150,SAREE,FREE,Sea Green
7339,SAR151,SAR151,SAREE,FREE,Green
7340,SAR152,SAR152,SAREE,FREE,Pink
7341,SAR153,SAR153,SAREE,FREE,Blue
7342,SAR154,SAR154,SAREE,FREE,Peach
7343,SAR155,SAR155,SAREE,FREE,Orange
7344,SAR156,SAR156,SAREE,FREE,Yellow
7345,SAR157,SAR157,SAREE,FREE,Multicolor
7346,SAR158,SAR158,SAREE,FREE,Peach
7347,SAR159,SAR159,SAREE,FREE,Multicolor
7348,SAR160,SAR160,SAREE,FREE,Black
7349,SAR161,SAR161,SAREE,FREE,Purple
7350,SAR162,SAR162,SAREE,FREE,Brown
7351,SAR163,SAR163,SAREE,FREE,Green
7352,SAR164,SAR164,SAREE,FREE,Teal
7353,SAR165,SAR165,SAREE,FREE,Yellow
7354,SAR166,SAR166,SAREE,FREE,Yellow
7355,SAR167,SAR167,SAREE,FREE,Peach
7356,SAR168,SAR168,SAREE,FREE,NO REFERENCE
7357,SAR169,SAR169,SAREE,FREE,Peach
7358,SAR170,SAR170,SAREE,FREE,Mauve
7359,SAR171,SAR171,SAREE,FREE,Multicolor
7360,SAR172,SAR172,SAREE,FREE,Pink
7361,SAR173,SAR173,SAREE,FREE,Orange
7362,SAR174,SAR174,SAREE,FREE,Green
7363,SAR175,SAR175,SAREE,FREE,Teal
7364,SAR176,SAR176,SAREE,FREE,Maroon
7365,SAR177,SAR177,SAREE,FREE,Peach
7366,SAR178,SAR178,SAREE,FREE,Pink
7367,SAR179,SAR179,SAREE,FREE,Teal
7368,SAR180,SAR180,SAREE,FREE,Brown
7369,SAR181,SAR181,SAREE,FREE,Teal
7370,SAR182,SAR182,SAREE,FREE,Black
7371,SAR183,SAR183,SAREE,FREE,Green
7372,SAR184,SAR184,SAREE,FREE,Blue
7373,SAR185,SAR185,SAREE,FREE,Maroon
7374,SET004-KR-SP-L,SET004,KURTA SET,L,Grey
7375,SET004-KR-SP-M,SET004,KURTA SET,M,Grey
7376,SET004-KR-SP-S,SET004,KURTA SET,S,Grey
7377,SET004-KR-SP-XL,SET004,KURTA SET,XL,Grey
7378,SET004-KR-SP-XS,SET004,KURTA SET,XS,Grey
7379,SET004-KR-SP-XXL,SET004,KURTA SET,XXL,Grey
7380,SET004-KR-SP-XXXL,SET004,KURTA SET,XXXL,Grey
7381,SET007-KR-NP-S,SET007,SET,S,Multicolor
7382,SET007-KR-NP-XS,SET007,SET,XS,Multicolor
7383,SET007-KR-NP-XXL,SET007,SET,XXL,Multicolor
7384,SET014-KR-PP-L,SET014,KURTA SET,L,Navy Blue
7385,SET014-KR-PP-M,SET014,KURTA SET,M,Navy Blue
7386,SET014-KR-PP-S,SET014,KURTA SET,S,Navy Blue
7387,SET014-KR-PP-XL,SET014,KURTA SET,XL,Navy Blue
7388,SET014-KR-PP-XS,SET014,KURTA SET,XS,Navy Blue
7389,SET014-KR-PP-XXL,SET014,KURTA SET,XXL,Navy Blue
7390,SET014-KR-PP-XXXL,SET014,KURTA SET,XXXL,Navy Blue
7391,SET025-KR-SP-S,SET025,KURTA SET,S,Pink
7392,SET025-KR-SP-XS,SET025,KURTA SET,XS,Pink
7393,SET025-KR-SP-XXL,SET025,KURTA SET,XXL,Pink
7394,SET034-KR-NP-L,SET034,KURTA SET,L,Pink
7395,SET034-KR-NP-M,SET034,KURTA SET,M,Pink
7396,SET034-KR-NP-S,SET034,KURTA SET,S,Pink
7397,SET034-KR-NP-XL,SET034,KURTA SET,XL,Pink
7398,SET034-KR-NP-XS,SET034,KURTA SET,XS,Pink
7399,SET034-KR-NP-XXL,SET034,KURTA SET,XXL,Pink
7400,SET034-KR-NP-XXXL,SET034,KURTA SET,XXXL,Pink
7401,SET035-KR-SP-M,SET035,SET,M,Grey
7402,SET035-KR-SP-S,SET035,SET,S,Grey
7403,SET035-KR-SP-XL,SET035,SET,XL,Grey
7404,SET035-KR-SP-XXXL,SET035,SET,XXXL,Grey
7405,SET036-KR-NP-L,SET036,KURTA SET,L,Brown
7406,SET036-KR-NP-M,SET036,KURTA SET,M,Brown
7407,SET036-KR-NP-S,SET036,KURTA SET,S,Brown
7408,SET036-KR-NP-XL,SET036,KURTA SET,XL,Brown
7409,SET036-KR-NP-XS,SET036,KURTA SET,XS,Brown
7410,SET036-KR-NP-XXL,SET036,KURTA SET,XXL,Brown
7411,SET036-KR-NP-XXXL,SET036,KURTA SET,XXXL,Brown
7412,SET037-KR-NP-L,SET037,KURTA SET,L,Peach
7413,SET037-KR-NP-M,SET037,KURTA SET,M,Peach
7414,SET037-KR-NP-S,SET037,KURTA SET,S,Peach
7415,SET037-KR-NP-XL,SET037,KURTA SET,XL,Peach
7416,SET037-KR-NP-XS,SET037,KURTA SET,XS,Peach
7417,SET037-KR-NP-XXL,SET037,KURTA SET,XXL,Peach
7418,SET037-KR-NP-XXXL,SET037,KURTA SET,XXXL,Peach
7419,SET038-KR-PP-L,SET038,KURTA SET,L,Red
7420,SET038-KR-PP-M,SET038,KURTA SET,M,Red
7421,SET038-KR-PP-S,SET038,KURTA SET,S,Red
7422,SET038-KR-PP-XL,SET038,KURTA SET,XL,Red
7423,SET038-KR-PP-XS,SET038,KURTA SET,XS,Red
7424,SET038-KR-PP-XXL,SET038,KURTA SET,XXL,Red
7425,SET038-KR-PP-XXXL,SET038,KURTA SET,XXXL,Red
7426,SET043-KR-NP-L,SET043,KURTA SET,L,Turquoise Blue
7427,SET043-KR-NP-M,SET043,KURTA SET,M,Turquoise Blue
7428,SET043-KR-NP-S,SET043,KURTA SET,S,Turquoise Blue
7429,SET043-KR-NP-XL,SET043,KURTA SET,XL,Turquoise Blue
7430,SET043-KR-NP-XS,SET043,KURTA SET,XS,Turquoise Blue
7431,SET043-KR-NP-XXL,SET043,KURTA SET,XXL,Turquoise Blue
7432,SET043-KR-NP-XXXL,SET043,KURTA SET,XXXL,Turquoise Blue
7433,SET044-KR-NP-L,SET044,KURTA SET,L,Mustard
7434,SET044-KR-NP-M,SET044,KURTA SET,M,Mustard
7435,SET044-KR-NP-S,SET044,KURTA SET,S,Mustard
7436,SET044-KR-NP-XL,SET044,KURTA SET,XL,Mustard
7437,SET044-KR-NP-XS,SET044,KURTA SET,XS,Mustard
7438,SET044-KR-NP-XXL,SET044,KURTA SET,XXL,Mustard
7439,SET044-KR-NP-XXXL,SET044,KURTA SET,XXXL,Mustard
7440,SET048-KR-NP-L,SET048,KURTA SET,L,Dark Green
7441,SET048-KR-NP-M,SET048,KURTA SET,M,Dark Green
7442,SET048-KR-NP-S,SET048,KURTA SET,S,Dark Green
7443,SET048-KR-NP-XL,SET048,KURTA SET,XL,Dark Green
7444,SET048-KR-NP-XS,SET048,KURTA SET,XS,Dark Green
7445,SET048-KR-NP-XXL,SET048,KURTA SET,XXL,Dark Green
7446,SET048-KR-NP-XXXL,SET048,KURTA SET,XXXL,Dark Green
7447,SET051-KR-NP-L,SET051,KURTA SET,L,Yellow
7448,SET051-KR-NP-M,SET051,KURTA SET,M,Yellow
7449,SET051-KR-NP-S,SET051,KURTA SET,S,Yellow
7450,SET051-KR-NP-XS,SET051,KURTA SET,XS,Yellow
7451,SET051-KR-NP-XXL,SET051,KURTA SET,XXL,Yellow
7452,SET051-KR-NP-XXXL,SET051,KURTA SET,XXXL,Yellow
7453,SET053-KR-NP-L,SET053,KURTA SET,L,Black
7454,SET053-KR-NP-M,SET053,KURTA SET,M,Black
7455,SET053-KR-NP-S,SET053,KURTA SET,S,Black
7456,SET053-KR-NP-XL,SET053,KURTA SET,XL,Black
7457,SET053-KR-NP-XS,SET053,KURTA SET,XS,Black
7458,SET053-KR-NP-XXL,SET053,KURTA SET,XXL,Black
7459,SET053-KR-NP-XXXL,SET053,KURTA SET,XXXL,Black
7460,SET055-KR-NP-L,SET055,KURTA SET,L,Pink
7461,SET055-KR-NP-M,SET055,KURTA SET,M,Pink
7462,SET055-KR-NP-S,SET055,KURTA SET,S,Pink
7463,SET055-KR-NP-XL,SET055,KURTA SET,XL,Pink
7464,SET055-KR-NP-XS,SET055,KURTA SET,XS,Pink
7465,SET055-KR-NP-XXL,SET055,KURTA SET,XXL,Pink
7466,SET055-KR-NP-XXXL,SET055,KURTA SET,XXXL,Pink
7467,SET055-KR-NP-4XL,SET058,KURTA SET,4XL,Teal
7468,SET058-KR-NP-L,SET058,KURTA SET,L,Teal
7469,SET058-KR-NP-M,SET058,KURTA SET,M,Teal
7470,SET058-KR-NP-S,SET058,KURTA SET,S,Teal
7471,SET058-KR-NP-XL,SET058,KURTA SET,XL,Teal
7472,SET058-KR-NP-XS,SET058,KURTA SET,XS,Teal
7473,SET058-KR-NP-XXL,SET058,KURTA SET,XXL,Teal
7474,SET058-KR-NP-XXXL,SET058,KURTA SET,XXXL,Teal
7475,SET062-KR-SP-L,SET062,KURTA SET,L,Black
7476,SET062-KR-SP-M,SET062,KURTA SET,M,Black
7477,SET062-KR-SP-S,SET062,KURTA SET,S,Black
7478,SET062-KR-SP-XL,SET062,KURTA SET,XL,Black
7479,SET062-KR-SP-XS,SET062,KURTA SET,XS,Black
7480,SET062-KR-SP-XXL,SET062,KURTA SET,XXL,Black
7481,SET062-KR-SP-XXXL,SET062,KURTA SET,XXXL,Black
7482,SET070-KR-NP-S,SET070,SET,S,Maroon
7483,SET070-KR-NP-XS,SET070,SET,XS,Maroon
7484,SET072-KR-SHA-L,SET072,KURTA SET,L,Brown
7485,SET072-KR-SHA-M,SET072,KURTA SET,M,Brown
7486,SET072-KR-SHA-S,SET072,KURTA SET,S,Brown
7487,SET072-KR-SHA-XL,SET072,KURTA SET,XL,Brown
7488,SET072-KR-SHA-XS,SET072,KURTA SET,XS,Brown
7489,SET072-KR-SHA-XXL,SET072,KURTA SET,XXL,Brown
7490,SET072-KR-SHA-XXXL,SET072,KURTA SET,XXXL,Brown
7491,SET073-KR-SHA-L,SET073,KURTA SET,L,Dark Green
7492,SET073-KR-SHA-M,SET073,KURTA SET,M,Dark Green
7493,SET073-KR-SHA-S,SET073,KURTA SET,S,Dark Green
7494,SET073-KR-SHA-XL,SET073,KURTA SET,XL,Dark Green
7495,SET073-KR-SHA-XS,SET073,KURTA SET,XS,Dark Green
7496,SET073-KR-SHA-XXL,SET073,KURTA SET,XXL,Dark Green
7497,SET073-KR-SHA-XXXL,SET073,KURTA SET,XXXL,Dark Green
7498,SET075-KR-DH-L,SET075,KURTA SET,L,Pink
7499,SET075-KR-DH-M,SET075,KURTA SET,M,Pink
7500,SET075-KR-DH-S,SET075,KURTA SET,S,Pink
7501,SET075-KR-DH-XL,SET075,KURTA SET,XL,Pink
7502,SET075-KR-DH-XS,SET075,KURTA SET,XS,Pink
7503,SET075-KR-DH-XXL,SET075,KURTA SET,XXL,Pink
7504,SET075-KR-DH-XXXL,SET075,KURTA SET,XXXL,Pink
7505,SET078-KR-NP-L,SET078,SET,L,Multicolor
7506,SET078-KR-NP-M,SET078,SET,M,Multicolor
7507,SET078-KR-NP-S,SET078,SET,S,Multicolor
